sub,region,title_kr,title_en,desc_kr,desc_en,addr_kr,addr_en,route_kr,duration,difficulty,budget_kr,naver_map,kakao_map,web,free,publish_at
recommend,전북 익산,익산 미륵사지 & 백제 유적 탐방,Iksan Mireuksa Temple Site & Baekje Heritage,"익산 미륵사지 + 국립익산박물관 탐방
▪ 미륵사지 석탑 (국보) → 국립익산박물관
▪ 유네스코 세계문화유산 백제역사유적지구
▪ 국내 최대 백제 석탑 복원 현장","Iksan Mireuksa Temple site + National Iksan Museum
▪ Mireuksa stone pagoda (National Treasure) → National Iksan Museum
▪ UNESCO World Heritage Baekje Historic Areas
▪ Korea's largest restored Baekje stone pagoda",금마면 미륵사지로 362,"362 Mireuksaji-ro, Geumma-myeon, Iksan-si, Jeonbuk-do",KTX 익산역 → 시내버스 → 미륵사지 (약 30분),2시간,easy,무료,https://map.naver.com/v5/search/익산미륵사지,https://map.kakao.com/link/search/익산미륵사지,해당없음,TRUE,
3hour,전북 남원,남원 광한루원 & 춘향테마파크,Namwon Gwanghallu Pavilion & Chunhyang Theme Park,"남원 광한루원 + 춘향테마파크 탐방
▪ 광한루 → 오작교 → 춘향 사당 → 몽룡실
▪ 춘향전 발상지 · 5월 춘향제 개최
▪ 아름다운 연못·정자 한국 3대 누원","Namwon Gwanghallu Pavilion + Chunhyang Theme Park
▪ Gwanghallu → Ojak Bridge → Chunhyang Shrine → Mongnyong Room
▪ Birthplace of Chunhyang tale · Chunhyang Festival in May
▪ Korea's 3 great pavilion gardens",광한루원길 1,"1 Gwanghallu-wongil, Namwon-si, Jeonbuk-do",KTX 남원역 → 시내버스 → 광한루원 (약 15분),2시간,easy,"성인 3,000원",https://map.naver.com/v5/search/남원광한루원,https://map.kakao.com/link/search/남원광한루원,해당없음,TRUE,
recommend,전남 담양,담양 죽녹원 & 메타세쿼이아길,Damyang Juknokwon Bamboo Garden & Metasequoia Road,"담양 죽녹원 + 메타세쿼이아 가로수길
▪ 죽녹원 대나무숲 산책 → 메타세쿼이아길 드라이브
▪ 담양 대나무 한과·떡갈비 맛집 연계
▪ 영화 '식객' 촬영지 메타세쿼이아길","Damyang Juknokwon bamboo garden + Metasequoia road
▪ Juknokwon bamboo forest walk → Metasequoia road drive
▪ Damyang bamboo snacks & tteokgalbi restaurants nearby
▪ Metasequoia road — 'Sikgaek' movie filming location",향교리 산4,"San 4 Hyanggyo-ri, Damyang-eup, Damyang-gun, Jeonnam",광주 유스퀘어터미널 → 담양 버스 (약 40분) → 죽녹원 택시,3시간,easy,"죽녹원 입장료 3,000원",https://map.naver.com/v5/search/담양죽녹원,https://map.kakao.com/link/search/담양죽녹원,https://www.juknokwon.go.kr,TRUE,
3hour,전남 여수,여수 밤바다 & 낭만포차거리,Yeosu Night Sea & Romantic Pojangmacha Street,"여수 밤바다 + 낭만포차거리 야간 코스
▪ 여수 낭만포차거리 → 이순신광장 → 돌산대교 야경
▪ 이박사·장윤정 '여수 밤바다' 노래 배경
▪ 포차거리 갈치조림·게장·회 요리 추천","Yeosu night sea + Nangman Pojangmacha Street night course
▪ Nangman Street → Yi Sun-sin Square → Dolsan Bridge night view
▪ Backdrop of Busker Busker's 'Yeosu Night Sea' song
▪ Galchi jjorim · gejang · raw fish at pojangmacha stalls",낭만포차로 19,"19 Nangman Pocha-ro, Yeosu-si, Jeonnam",KTX 여수엑스포역 → 도보 10분 → 낭만포차거리,2시간,easy,"식비 20,000원~",https://map.naver.com/v5/search/여수낭만포차거리,https://map.kakao.com/link/search/여수낭만포차거리,해당없음,TRUE,
recommend,전남 여수,여수 오동도 & 케이블카 코스,Yeosu Odongdo Island & Cable Car Course,"여수 오동도 + 해상케이블카 코스
▪ 오동도 선착장 → 동백꽃 군락지 → 오동도 등대
▪ 여수 해상케이블카 (돌산∼자산공원) 연계
▪ 12월~3월 동백꽃 절정","Yeosu Odongdo Island + Ocean Cable Car
▪ Odongdo dock → camellia flower grove → Odongdo Lighthouse
▪ Yeosu Ocean Cable Car (Dolsan–Jasan Park) connection
▪ Camellia flower peak December–March",수정동 오동도로 17,"17 Odongdo-ro, Sujeong-dong, Yeosu-si, Jeonnam",KTX 여수엑스포역 → 시내버스 → 오동도 (약 15분),3시간,easy,"오동도 무료 / 케이블카 왕복 15,000원",https://map.naver.com/v5/search/여수오동도,https://map.kakao.com/link/search/여수오동도,해당없음,TRUE,
recommend,전남 순천,순천만 갈대밭 & 순천만 국가정원,Suncheonman Reed Bed & National Garden,"순천만 갈대밭 + 국가정원 탐방
▪ 순천만 갈대밭 탐방로 → 용산전망대 → 국가정원
▪ 세계 5대 연안습지 · 흑두루미 철새 도래지
▪ 10~11월 갈대 절정 시즌","Suncheonman reed bed + National Garden
▪ Reed bed trail → Yongsan Observatory → National Garden
▪ World's top 5 coastal wetland · black-necked crane migratory site
▪ Reed peak season October–November",대대동 국가정원1호길 47,"47 Gukga Jeongwon 1-ho-gil, Daedae-dong, Suncheon-si, Jeonnam",KTX 순천역 → 시내버스 67번 → 순천만 (약 20분),3시간,easy,"통합권 성인 12,000원",https://map.naver.com/v5/search/순천만국가정원,https://map.kakao.com/link/search/순천만국가정원,https://www.scgardens.or.kr,TRUE,
3hour,전남 보성,보성 녹차밭 & 대한다원 탐방,Boseong Green Tea Field & Daehan Dawon Tour,"보성 대한다원 녹차밭 탐방
▪ 대한다원 정문 → 녹차밭 산책로 → 정상 전망대
▪ 국내 최대 녹차 산지 · 드라마·CF 촬영 명소
▪ 녹차 아이스크림·녹차 라떼 현장 판매","Boseong Daehan Dawon green tea field tour
▪ Daehan Dawon entrance → tea field trail → summit viewpoint
▪ Korea's largest green tea producing area · TV drama & CF filming spot
▪ Green tea ice cream & latte on-site",보성읍 녹차로 763-43,"763-43 Nok-cha-ro, Boseong-eup, Boseong-gun, Jeonnam",광주 유스퀘어 → 보성 버스 (약 1시간 30분) → 대한다원 택시,2시간,easy,"입장료 4,000원",https://map.naver.com/v5/search/보성대한다원,https://map.kakao.com/link/search/보성대한다원,https://www.dhdawon.com,TRUE,
recommend,전북 무주,무주 반딧불이 생태 체험 & 덕유산 리조트,Muju Firefly Eco Tour & Deogyusan Resort,"무주 반딧불이 체험 + 덕유산 리조트 코스
▪ 반딧불이 생태 관찰 (야간 투어)
▪ 덕유산 곤돌라 탑승 → 향적봉 설경
▪ 겨울 스키·여름 워터파크 연중 운영","Muju firefly experience + Deogyusan Resort
▪ Firefly ecology night observation tour
▪ Deogyusan gondola → Hyangjeokbong peak snow scenery
▪ Winter ski & summer water park year-round",설천면 만선로 185,"185 Manseon-ro, Seolcheon-myeon, Muju-gun, Jeonbuk-do",동서울터미널 → 무주 버스 (약 3시간) → 덕유산 리조트 셔틀,전일,easy,"곤돌라 왕복 18,000원~",https://map.naver.com/v5/search/무주덕유산리조트,https://map.kakao.com/link/search/무주덕유산리조트,https://www.deogyusan.co.kr,FALSE,
3hour,전남 광양,광양 매화마을 봄 꽃 탐방,Gwangyang Maehwa Village Spring Blossom Tour,"광양 청매실농원 매화꽃 탐방
▪ 청매실농원 → 매화 군락지 → 섬진강 강변
▪ 3월 초중순 매화 절정 (벚꽃보다 일찍)
▪ 홍쌍리 청매실농원 매실 제품 직판","Gwangyang Cheongmaesil Farm plum blossom tour
▪ Cheongmaesil Farm → plum blossom grove → Seomjin River bank
▪ Peak plum blossoms early–mid March (before cherry blossoms)
▪ Hong Ssang-ri Cheongmaesil Farm plum products direct sale",다압면 지막길 55,"55 Jimak-gil, Daap-myeon, Gwangyang-si, Jeonnam",KTX 광양역 → 버스 → 매화마을 (약 40분),2시간,easy,무료,https://map.naver.com/v5/search/광양매화마을,https://map.kakao.com/link/search/광양매화마을,해당없음,TRUE,
recommend,전남 해남,해남 땅끝마을 & 달마산 미황사,Haenam Ttangkkut (Land's End) Village & Mihwangsa,"한반도 최남단 땅끝마을 탐방
▪ 땅끝마을 → 땅끝탑 → 달마산 미황사
▪ 한반도 최남단 지점 공식 인증
▪ 완도·보길도 여객선 연계 가능","Korea's southernmost Ttangkkut (Land's End) Village
▪ Ttangkkut Village → Ttangkkut Tower → Dalma Mountain Mihwangsa Temple
▪ Official Korea's southernmost point certification
▪ Ferry to Wando & Bogil Island available",송지면 땅끝마을길 100,"100 Ttangkkutmaeul-gil, Songji-myeon, Haenam-gun, Jeonnam",광주 유스퀘어 → 해남 버스 (약 2시간) → 땅끝마을 버스,3시간,easy,"케이블카 왕복 8,000원",https://map.naver.com/v5/search/해남땅끝마을,https://map.kakao.com/link/search/해남땅끝마을,해당없음,TRUE,
3hour,경북 경주,경주 대릉원 & 천마총 탐방,Gyeongju Daereungwon & Cheonmachong Tumuli,"경주 대릉원 고분공원 탐방
▪ 대릉원 → 천마총 내부 관람 → 황남대총
▪ 신라 왕릉 23기 밀집 · 천마도 원화 관람
▪ 황리단길 카페거리 도보 5분 연계","Gyeongju Daereungwon tumuli park exploration
▪ Daereungwon → Cheonmachong interior viewing → Hwangnamdaechong
▪ 23 Silla royal tombs clustered · original Cheonmado painting viewing
▪ Hwangridangil cafe street 5min walk connection",계림로 9,"9 Gyerim-ro, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 700번 버스 → 대릉원 (약 40분),2시간,easy,"성인 3,000원",https://map.naver.com/v5/search/경주대릉원,https://map.kakao.com/link/search/경주대릉원,해당없음,TRUE,
3hour,경북 경주,경주 동궁과 월지 야간 탐방,Gyeongju Donggung Palace & Wolji Pond Night Tour,"경주 동궁과 월지 야경 탐방
▪ 동궁·월지 → 수면 반영 야경 포토존
▪ 국내 최고 야경 명소 중 하나
▪ 야간 개장 운영 (일몰 후 ~ 22:00)","Gyeongju Donggung Palace & Wolji Pond night scenery
▪ Donggung·Wolji → reflected night view photo zone
▪ One of Korea's top night scenery spots
▪ Night opening (from sunset to 10pm)",원화로 102,"102 Wonhwa-ro, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 700번 버스 → 동궁과월지 (약 40분),1.5시간,easy,"성인 3,000원",https://map.naver.com/v5/search/동궁과월지,https://map.kakao.com/link/search/동궁과월지,해당없음,TRUE,
3hour,경북 경주,경주 황리단길 카페 & 맛집 탐방,Gyeongju Hwangridangil Cafe & Food Tour,"경주 황리단길 핫플 탐방 코스
▪ 황리단길 카페거리 → 황남빵 → 찰보리빵 → 경주빵
▪ 대릉원 옆 레트로 감성 골목
▪ 한복 착용 인증샷 명소 밀집","Gyeongju Hwangridangil hotspot tour
▪ Hwangridangil cafe street → Hwangnam Bread → Chalboribang → Gyeongju Bread
▪ Retro-atmosphere alley next to Daereungwon
▪ Many hanbok photo spots",포석로 1080,"1080 Poseok-ro, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 700번 버스 → 황리단길 (약 40분),2시간,easy,"빵·음료 10,000원~",https://map.naver.com/v5/search/경주황리단길,https://map.kakao.com/link/search/경주황리단길,해당없음,TRUE,
recommend,경북 경주,경주 남산 신라 불적 트레킹,Gyeongju Namsan Buddhist Relics Trekking,"경주 남산 신라 불교 유적 트레킹
▪ 삼릉 → 삼릉골 마애불 → 상선암 → 금오산
▪ 남산 전체 불상·탑 200여 개
▪ 세계문화유산 경주 역사지구 핵심","Gyeongju Namsan Silla Buddhist relics trekking
▪ Samneung → Samneunggol rock-carved Buddha → Sangseon Hermitage → Geumo Mountain
▪ 200+ Buddha statues & pagodas across Namsan
▪ Core of UNESCO Gyeongju Historic Areas",배동 삼릉 일대,"Samneung area, Bae-dong, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 700번 버스 → 삼릉 정류장 (약 40분),4시간,medium,무료,https://map.naver.com/v5/search/경주남산+삼릉,https://map.kakao.com/link/search/경주남산+삼릉,해당없음,TRUE,
3hour,경북 경주,경주 국립박물관 & 에밀레종,Gyeongju National Museum & Emille Bell,"경주 국립박물관 핵심 탐방
▪ 에밀레종(성덕대왕신종) → 금관 전시 → 야외 석조 전시
▪ 신라 문화재 30만여 점 최대 소장
▪ 어린이박물관 체험 연계 가능","Gyeongju National Museum highlights tour
▪ Emille Bell (Seongdeok Great Bell) → gold crown exhibit → outdoor stone exhibits
▪ Korea's largest Silla artifact collection (300,000+)
▪ Children's museum experience available",일정로 186,"186 Iljeong-ro, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 700번 버스 → 국립경주박물관 (약 40분),2시간,easy,무료,https://map.naver.com/v5/search/국립경주박물관,https://map.kakao.com/link/search/국립경주박물관,https://gyeongju.museum.go.kr,TRUE,
3hour,경북 경주,경주 교촌마을 & 최부잣집 탐방,Gyeongju Gyochon Village & Choi Wealthy Family,"경주 교촌마을 + 최부잣집 탐방
▪ 교촌마을 → 최부잣집 → 경주향교 → 월정교
▪ 300년 명문가 최부잣집 역사 체험
▪ 월정교 복원 신라 다리 야경 포토존","Gyeongju Gyochon Village + Choi Wealthy Family
▪ Gyochon Village → Choi Wealthy Family house → Gyeongju Hyanggyo → Woljeong Bridge
▪ 300-year prestigious Choi family history
▪ Woljeong Bridge restored Silla bridge night photo spot",교동 69,"69 Gyo-dong, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 700번 버스 → 교촌마을 (약 40분),2시간,easy,무료,https://map.naver.com/v5/search/경주교촌마을,https://map.kakao.com/link/search/경주교촌마을,해당없음,TRUE,
recommend,경북 경주,경주 감은사지 & 이견대 문무대왕릉,Gyeongju Gameunsa Temple Site & Munjeon Royal Tomb,"경주 문무왕 수중왕릉 + 감은사지 코스
▪ 감은사지 석탑 → 이견대 → 문무대왕릉 (해중릉)
▪ 세계 유일 수중왕릉 · 동해 일출 명소
▪ 해국·해당화 군락지 해안산책로","Gyeongju King Munmu underwater tomb + Gameunsa site
▪ Gameunsa stone pagodas → Igyeondae → King Munmu's underwater tomb
▪ World's only underwater royal tomb · East Sea sunrise spot
▪ Coastal trail with maritime aster & Rosa rugosa",양북면 봉길리 30-3,"30-3 Bonggil-ri, Yangbuk-myeon, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 버스 → 감은사지 (약 1시간),3시간,easy,무료,https://map.naver.com/v5/search/문무대왕릉,https://map.kakao.com/link/search/문무대왕릉,해당없음,TRUE,
3hour,경북 경주,경주 첨성대 & 계림 산책,Gyeongju Cheomseongdae & Gyerim Forest Walk,"경주 첨성대 + 계림 소나무숲 산책
▪ 첨성대 → 계림 소나무숲 → 계림 (신라 김씨 발상지)
▪ 밤 조명 첨성대 인증 포토존
▪ 대릉원·황리단길 연계 도보 5분","Gyeongju Cheomseongdae + Gyerim pine forest walk
▪ Cheomseongdae → Gyerim pine forest → Gyerim (Silla Kim clan origin site)
▪ Night-lit Cheomseongdae photo spot
▪ 5min walk to Daereungwon & Hwangridangil",인왕동 839-1,"839-1 Inwang-dong, Gyeongju-si, Gyeongsangbuk-do",KTX 신경주역 → 700번 버스 → 첨성대 (약 40분),1.5시간,easy,무료,https://map.naver.com/v5/search/경주첨성대,https://map.kakao.com/link/search/경주첨성대,해당없음,TRUE,
recommend,경북 안동,안동 하회마을 & 병산서원 탐방,Andong Hahoe Village & Byeongsan Seowon,"안동 하회마을 + 병산서원 코스
▪ 하회마을 (유네스코 세계문화유산) → 부용대 → 병산서원
▪ 하회별신굿탈놀이 상설 공연 (매주 토요일)
▪ 낙동강·백사장·소나무숲 절경","Andong Hahoe Village + Byeongsan Seowon
▪ Hahoe Village (UNESCO) → Buyongdae Cliff → Byeongsan Seowon
▪ Hahoe Byeolsingo mask dance performance (every Saturday)
▪ Nakdong River · white sand beach · pine forest scenery",풍천면 하회리 287,"287 Hahoe-ri, Pungcheon-myeon, Andong-si, Gyeongsangbuk-do",안동버스터미널 → 46번 버스 → 하회마을 (약 30분),3시간,easy,"성인 5,000원",https://map.naver.com/v5/search/안동하회마을,https://map.kakao.com/link/search/안동하회마을,https://www.hahoe.or.kr,TRUE,
3hour,경북 안동,안동 찜닭골목 & 구시장 탐방,Andong Jjimdak Alley & Old Market Tour,"안동 구시장 찜닭골목 먹거리 투어
▪ 안동 구시장 → 찜닭골목 → 안동 간고등어 → 헛제사밥
▪ 찜닭 발상지 원조 골목 탐방
▪ 안동 로컬 5일장 (2·7일) 연계","Andong Old Market jjimdak alley food tour
▪ Andong Old Market → jjimdak alley → salted mackerel → heotjesabap
▪ Jjimdak birthplace original alley exploration
▪ Andong 5-day market (2nd & 7th) connection",번영길 13,"13 Beonyeong-gil, Andong-si, Gyeongsangbuk-do",안동버스터미널 → 도보 15분 → 구시장 찜닭골목,2시간,easy,"찜닭 1인 15,000원~",https://map.naver.com/v5/search/안동+찜닭골목,https://map.kakao.com/link/search/안동+찜닭골목,해당없음,TRUE,
